orthogroup,gene,product,avg_bp_length
OG0001209,,MFS transporter; hypothetical protein,1111.4318181818182
OG0001210,yjiA_2; yjiA,GTP-binding protein; P-loop guanosine triphosphatase YjiA,1029.6136363636363
OG0001211,,WD40 repeat domain-containing protein; hypothetical protein,974.1136363636364
OG0001212,,hypothetical protein,229.5681818181818
OG0001213,soj,AAA family ATPase; Sporulation initiation inhibitor protein Soj,628.5681818181819
OG0001214,,hypothetical protein,741.4772727272727
OG0001215,virB8_3; virB8_2; virB8_1; virB8,VirB8/TrbF family protein; Type IV secretion system protein virB8,672.2727272727273
OG0001216,,zinc ribbon domain-containing protein YjdM; hypothetical protein; PhnA domain-containing protein,329.25
OG0001217,btuD_1; btuD; ecfA2; btuD_2; btuD_3,ABC transporter ATP-binding protein; Vitamin B12 import ATP-binding protein BtuD; Energy-coupling factor transporter ATP-binding protein EcfA2; hypothetical protein,785.1136363636364
OG0001218,,ABC transporter substrate-binding protein; hypothetical protein,961.5681818181819
OG0001219,yjiA_1,GTP-binding protein; P-loop guanosine triphosphatase YjiA; hypothetical protein,1052.3863636363637
OG0001220,aroK,shikimate kinase; Shikimate kinase 1,595.8409090909091
OG0001221,,hypothetical protein,366.6818181818182
OG0001222,virB6_2; virB6_1; virB6_3; virB6_4; virB6,Type IV secretion system protein VirB6; type IV secretion system protein; type IV secretion system protein VirB6,986.4545454545455
OG0001223,higB_1; higB_2; higB,"Endoribonuclease HigB; type II toxin-antitoxin system RelE/ParE family toxin; type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family; hypothetical protein",243.61363636363637
OG0001224,dapE_2; dapE_1; dapE_3,M20/M25/M40 family metallo-hydrolase; Succinyl-diaminopimelate desuccinylase; dipeptidase,1394.7906976744187
OG0001225,rlmB_1; rlmB_2,RNA methyltransferase; 23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,816.2790697674419
OG0001226,,hypothetical protein; DUF5320 domain-containing protein,254.30232558139534
OG0001227,,hypothetical protein,153.13953488372093
OG0001228,dut,dUTP diphosphatase; Deoxyuridine 5'-triphosphate nucleotidohydrolase,545.6511627906976
OG0001229,pyk; ttuE_1; ttuE_2; ttuE,pyruvate kinase; Pyruvate kinase,1437
OG0001230,sdhB,succinate dehydrogenase iron-sulfur subunit; Succinate dehydrogenase iron-sulfur subunit; hypothetical protein,753.6976744186046
OG0001231,fhs,formate--tetrahydrofolate ligase; Formate--tetrahydrofolate ligase,1674
OG0001232,pheA,prephenate dehydratase; Bifunctional chorismate mutase/prephenate dehydratase,862.8139534883721
OG0001233,,hypothetical protein,329.4418604651163
OG0001234,edd; edd_1,phosphogluconate dehydratase; Phosphogluconate dehydratase,1816.1860465116279
OG0001235,tlyA,TlyA family RNA methyltransferase; 16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA,745.6046511627907
OG0001236,petA,ubiquinol-cytochrome c reductase iron-sulfur subunit; Ubiquinol-cytochrome c reductase iron-sulfur subunit,547.7441860465116
OG0001237,fbcH_1; fbcH_2,cytochrome b N-terminal domain-containing protein; Cytochrome b/c1,1257.6279069767443
OG0001238,fbcH_2; fbcH_1,cytochrome c1; Cytochrome b/c1,870.6976744186046
OG0001239,ycaD,MFS transporter; hypothetical protein; putative MFS-type transporter YcaD,794.3023255813954
OG0001240,,DUF6163 family protein; hypothetical protein,400.8139534883721
OG0001241,,hypothetical protein,248.02325581395348
OG0001242,ydhP,MFS transporter; Inner membrane transport protein YdhP,1203.5581395348838
OG0001243,ycgM,fumarylacetoacetate hydrolase family protein; putative protein YcgM; hypothetical protein,633.1395348837209
OG0001244,dapH,"antibiotic acetyltransferase; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase; chloramphenicol acetyltransferase",635.3023255813954
OG0001245,,Na/Pi cotransporter family protein; hypothetical protein,1690.4651162790697
OG0001246,,DUF1460 domain-containing protein; hypothetical protein,852.6976744186046
OG0001247,,autotransporter outer membrane beta-barrel domain-containing protein; hypothetical protein; autotransporter,3360.279069767442
OG0001248,,autotransporter outer membrane beta-barrel domain-containing protein; hypothetical protein,3217.813953488372
OG0001249,,hypothetical protein,335.86046511627904
OG0001250,vbhT; traA; vbhT_1; vbhT_2; vbhT_3,Fic family protein; Protein adenylyltransferase VbhT; Ti-type conjugative transfer relaxase TraA,1034.1627906976744
OG0001251,,DUF2125 domain-containing protein; hypothetical protein,984
OG0001252,,YaiI/YqxD family protein; hypothetical protein,491.16279069767444
OG0001253,,ABC transporter permease; hypothetical protein,895.046511627907
OG0001254,,hypothetical protein,340.95348837209303
OG0001255,,site-specific DNA-methyltransferase; hypothetical protein,828.3953488372093
OG0001256,,helix-turn-helix domain-containing protein; AlpA family phage regulatory protein; hypothetical protein,194.64285714285714
OG0001257,rimO,30S ribosomal protein S12 methylthiotransferase RimO; Ribosomal protein S12 methylthiotransferase RimO,1314
OG0001258,,SH3 domain-containing protein; hypothetical protein,319.14285714285717
OG0001259,,hypothetical protein,1466.5
OG0001260,ddaF,ATP-grasp domain-containing protein; Dapdiamide A synthase; hypothetical protein,1138.9285714285713
OG0001261,,hypothetical protein,328.14285714285717
OG0001262,,hypothetical protein,305.6904761904762
OG0001263,,hypothetical protein,380.7142857142857
OG0001264,kgtP_1; kgtP_3; kgtP_4,MFS transporter; Alpha-ketoglutarate permease; MFS family transporter,1305.4285714285713
OG0001265,,autotransporter outer membrane beta-barrel domain-containing protein; hypothetical protein,6219.928571428572
OG0001266,ehpR; ehpR_1; ehpR_2,VOC family protein; Phenazine antibiotic resistance protein EhpR; glyoxalase,388.7857142857143
OG0001267,,MFS transporter; hypothetical protein,1194.7857142857142
OG0001268,ompA,outer membrane beta-barrel protein; hypothetical protein; porin family protein; Outer membrane protein A,892.5714285714286
OG0001269,,hypothetical protein,399.7142857142857
OG0001270,,hypothetical protein,558.4285714285714
OG0001271,argH,Argininosuccinate lyase; argininosuccinate lyase; hypothetical protein,1371
OG0001272,glnE,bifunctional [glutamine synthetase] adenylyltransferase/[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase; hypothetical protein; Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,2346.439024390244
OG0001273,,hypothetical protein,342.1463414634146
OG0001274,,hypothetical protein; helix-turn-helix domain-containing protein; helix-turn-helix transcriptional regulator; transcriptional regulator,324.9512195121951
OG0001275,relE2; relE2_1; relE2_2,"type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family; Toxin RelE2; hypothetical protein; type II toxin-antitoxin system RelE/ParE family toxin",269.4146341463415
OG0001276,,hypothetical protein,354.8048780487805
OG0001277,,hypothetical protein,804.780487804878
OG0001278,,ABC-2 family transporter protein; hypothetical protein,598.0243902439024
OG0001279,slcC,hypothetical protein; Hydroxypyruvate reductase; (S)-sulfolactate dehydrogenase; D-2-hydroxyacid dehydrogenase family protein,901.6829268292682
OG0001280,,antitoxin VbhA family protein; Antitoxin VbhA,189
OG0001281,argG,Argininosuccinate synthase; argininosuccinate synthase,1232.560975609756
OG0001282,,hypothetical protein,128.1219512195122
OG0001283,,hypothetical protein; right-handed parallel beta-helix repeat-containing protein; autotransporter outer membrane beta-barrel domain-containing protein,1244.05
OG0001284,,phage tail tape measure protein; hypothetical protein; tail protein,1968.825
OG0001285,,phage terminase large subunit family protein; hypothetical protein,1677
OG0001286,fpr; fpr_1; fpr_2,ferredoxin--NADP reductase; Flavodoxin/ferredoxin--NADP reductase; Ferredoxin--NADP reductase,768
OG0001287,,tail protein X; hypothetical protein,254.4
OG0001288,,hypothetical protein,424.2
OG0001289,mdtD; hsrA,MFS transporter; Putative multidrug resistance protein MdtD; hypothetical protein; putative transport protein HsrA,1250.25
OG0001290,,autotransporter outer membrane beta-barrel domain-containing protein; hypothetical protein,1883.325
OG0001291,,hypothetical protein,714.525
OG0001292,,hypothetical protein; lytic transglycosylase domain-containing protein,641.1
OG0001293,badA_4; badA_2,Vomp family autotransporter; hypothetical protein; Autotransporter adhesin BadA,3655.6923076923076
OG0001294,,hypothetical protein,410.84615384615387
OG0001295,,hypothetical protein,402.6923076923077
OG0001296,eda,bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase; KHG/KDPG aldolase,666.3846153846154
OG0001297,argF,"ornithine carbamoyltransferase; Ornithine carbamoyltransferase 1, anabolic; Ornithine carbamoyltransferase, anabolic",924.8461538461538
OG0001298,,hypothetical protein,688
OG0001299,shlB_1; shlB; shlB_2,Hemolysin transporter protein ShlB; ShlB/FhaC/HecB family hemolysin secretion/activation protein; hypothetical protein,1801.2307692307693
OG0001300,,phage tail assembly protein; hypothetical protein,280.0263157894737
OG0001301,,hypothetical protein,443.13157894736844
OG0001302,,phage terminase large subunit; hypothetical protein,1260.3157894736842
OG0001303,,hypothetical protein,867
OG0001304,,hypothetical protein,168.71052631578948
OG0001305,,tail protein X; hypothetical protein,223.05405405405406
OG0001306,,phage tail protein; hypothetical protein,381.56756756756755
OG0001307,,phage major tail tube protein; hypothetical protein,504.81081081081084
OG0001308,,hypothetical protein,522.1621621621622
OG0001309,higA; higA_1; higA_2,HigA family addiction module antitoxin; Antitoxin HigA; hypothetical protein,316.4594594594595
OG0001310,,hypothetical protein,316.2972972972973
OG0001311,fumC,class II fumarate hydratase; Fumarate hydratase class II,1385.1351351351352
OG0001312,priA; priA_1; priA_2,primosomal protein N'; Primosomal protein N',2207.3513513513512
OG0001313,,phage baseplate assembly protein V; hypothetical protein,639.6666666666666
OG0001314,,hypothetical protein,524.8055555555555
OG0001315,bet,recombinase RecT; hypothetical protein; phage recombination protein Bet,768.4722222222222
OG0001316,,DUF1465 family protein; hypothetical protein,519
OG0001317,mdtK; norM,MATE family efflux transporter; Multidrug resistance protein MdtK; Multidrug resistance protein NorM,1341.75
OG0001318,,ABC-2 family transporter protein; hypothetical protein; ABC transporter permease,743.5
OG0001319,,hypothetical protein,557
OG0001320,,hypothetical protein; YbfB/YjiJ family MFS transporter,1120.4166666666667
OG0001321,,hypothetical protein; site-specific DNA-methyltransferase,691.1666666666666
OG0001322,,hypothetical protein; phage tail protein,560.1428571428571
OG0001323,bepA_3; bepA_5; bepA_2,BID domain-containing T4SS effector; Protein adenylyltransferase; hypothetical protein; Fic family protein,2305.3714285714286
OG0001324,,hypothetical protein,675.5142857142857
OG0001325,,hypothetical protein; FAD/NAD(P)-binding protein,1836.942857142857
OG0001326,,GPW/gp25 family protein; hypothetical protein,336.1764705882353
OG0001327,,hypothetical protein,249
OG0001328,,head decoration protein; hypothetical protein,371.55882352941177
OG0001329,,hypothetical protein,313.3235294117647
OG0001330,,fructose-bisphosphate aldolase class I; hypothetical protein,1016.7941176470588
OG0001331,,radical SAM protein; hypothetical protein; coproporphyrinogen III oxidase,1272
OG0001332,,DMT family transporter; hypothetical protein,969.7941176470588
OG0001333,,N4-gp56 family major capsid protein; hypothetical protein,1122.5
OG0001334,,hypothetical protein; phage major tail tube protein,496.61764705882354
OG0001335,,major capsid protein; hypothetical protein,1060
OG0001336,,MFS transporter; hypothetical protein,1710.909090909091
OG0001337,,hypothetical protein,210
OG0001338,,hypothetical protein; helix-turn-helix domain-containing protein,295.6363636363636
OG0001339,,Nitronate monooxygenase; nitronate monooxygenase,1065
OG0001340,,hypothetical protein,147.9375
OG0001341,entS_1; entS_2; entS_3,MFS transporter; Enterobactin exporter EntS,1212.1875
OG0001342,,hypothetical protein,219
OG0001343,,hypothetical protein,627.5625
OG0001344,,hypothetical protein,100.875
OG0001345,,hypothetical protein,172.78125
OG0001346,,hypothetical protein; MFS transporter,1209.75
OG0001347,,hypothetical protein,347.34375
OG0001348,,phage portal protein; hypothetical protein,1426.258064516129
OG0001349,lexA_2; lexA_1; lexA_3,S24 family peptidase; LexA repressor; hypothetical protein; XRE family transcriptional regulator; helix-turn-helix transcriptional regulator,608.2258064516129
OG0001350,hlyD_1; hlyD_2; hlyD,"HlyD family type I secretion periplasmic adaptor subunit; Hemolysin secretion protein D, plasmid; Hemolysin secretion protein D, chromosomal; hypothetical protein; HlyD family secretion protein; HlyD family efflux transporter periplasmic adaptor subunit",995.7096774193549
OG0001351,,Rha family transcriptional regulator; hypothetical protein,437.1290322580645
OG0001352,,hypothetical protein,370.258064516129
OG0001353,virB2_2; virB2_1,TrbC/VirB2 family protein; hypothetical protein; Type IV secretion system protein virB2,336.96774193548384
OG0001354,virB3_1; virB3_2; virB3_3,type IV secretion system protein VirB3; Type IV secretion system protein virB3,326.51612903225805
OG0001355,,hypothetical protein; type IV secretion protein VblB5,747.4193548387096
OG0001356,,nucleotide-binding protein; hypothetical protein,707.7096774193549
OG0001357,,hypothetical protein,285.0967741935484
OG0001358,,hypothetical protein,141.8709677419355
OG0001359,hpr; serA,"Hydroxypyruvate reductase; D-3-phosphoglycerate dehydrogenase; Formate dehydrogenase, mitochondrial; hypothetical protein",659.7096774193549
OG0001360,sppA_2,hypothetical protein; Putative signal peptide peptidase SppA; S49 family peptidase,951.2903225806451
OG0001361,,hypothetical protein,666.2903225806451
OG0001362,,BrnA antitoxin family protein; hypothetical protein,302.6
OG0001363,tetA,"tetracycline resistance MFS efflux pump; MFS transporter; Tetracycline resistance protein, class C; hypothetical protein",460.7
OG0001364,,hypothetical protein,196.8
OG0001365,,hypothetical protein,558.4
OG0001366,,hypothetical protein,320.5
OG0001367,rhtC,LysE family translocator; hypothetical protein; LysE family transporter; Threonine efflux protein,471.6
OG0001368,virB8_2; virB8_1; virB8_3,virB8 family protein; Type IV secretion system protein virB8; VirB8/TrbF family protein,667.3
OG0001369,virB9; virB9_2; virB9_1; virB9_3,P-type conjugative transfer protein VirB9; Type IV secretion system protein virB9,850.5
OG0001370,virB10,type IV secretion system protein VirB10; Type IV secretion system protein virB10,1165.2
OG0001371,,hypothetical protein,391.9
OG0001372,lysA_2; lysA_1,Diaminopimelate decarboxylase,1770
OG0001373,,hypothetical protein; radical SAM protein,360.3
OG0001374,,hypothetical protein,409.3
OG0001375,,hypothetical protein,199.56666666666666
OG0001376,,hypothetical protein,354.3103448275862
OG0001377,,HigA family addiction module antitoxin; hypothetical protein,296.2758620689655
OG0001378,,hypothetical protein,190.3448275862069
OG0001379,ddl; purD_2,ATP-grasp domain-containing protein; D-alanine--D-alanine ligase; hypothetical protein; Phosphoribosylamine--glycine ligase,1134.4137931034484
OG0001380,bepA_4; bepA_2; bepA_3,BID domain-containing T4SS effector; hypothetical protein; Protein adenylyltransferase,843.1034482758621
OG0001381,bepF; bepG,BID domain-containing T4SS effector; T4SS effector BepF; T4SS effector BepG; hypothetical protein,1919.5862068965516
OG0001382,,hypothetical protein,245.27586206896552
OG0001383,,nuclease; hypothetical protein,687.9310344827586
OG0001384,virB4_1; virB4_2; virB4_4; virB4_3,VirB4 family type IV secretion/conjugal transfer ATPase; Type IV secretion system protein virB4,2340.7241379310344
OG0001385,,hypothetical protein,174
OG0001386,,hypothetical protein; Mu transposase C-terminal domain-containing protein,1684.9655172413793
OG0001387,,hypothetical protein,444
OG0001388,intA; intA_2; intA_4,Prophage integrase IntA; hypothetical protein,252.51724137931035
